src_subject_id,FA_cingulatecingulum_R,FA_CinguluteCingulum_L,FA_corpuscallosum,FA_Corticospinal_L,FA_Corticospinal_R,FA_forecepsmajor,FA_forecepsminor,FA_Fornix_L,FA_Fornix_R,FA_IFC_SupFrontal_L,FA_IFC_SupFrontal_R,FA_inferiorfrontooccipitalfasiculus_L,FA_inferiorfrontooccipitalfasiculus_R,FA_inferiorlongfascic_L,FA_inferiorlongfascic_R,FA_ParahippocampalCingulum_L,FA_ParahippocampalCingulum_R,FA_parietalSLF_L,FA_parietalSLF_R,FA_temporalSLF_L,FA_temporalSLF_R,FA_striatal_IFC_L,FA_striatal_IFC_R,FA_superiorcorticalstriate_Frontal_L,FA_superiorcorticalstriate_Frontal_R,FA_superiorcorticalstriate_Parietal_L,FA_superiorcorticalstriate_Parietal_R,FA_ThalamicRadiations_R,FA_thalamicradiations_L,FA_uncinate_L,FA_uncinate_R
NDAR_INVFJJPAA2A,0.49256005,0.52886479,0.58310103,0.5736123,0.56727001,0.62385543,0.51717383,0.37598951,0.38579193,0.4792618,0.46674641,0.4821231,0.47610049,0.47173932,0.45151535,0.35979987,0.36092204,0.47586857,0.50721039,0.53553478,0.51470107,0.41076998,0.40834318,0.46221434,0.44862094,0.46574225,0.48149459,0.39455607,0.39480362,0.45580367,0.4287661
NDAR_INVFK3LV5VU,0.44880055,0.48322335,0.55871045,0.62261287,0.62194921,0.61623039,0.48927559,0.32558923,0.34733145,0.43790721,0.43745212,0.49844372,0.4902307,0.48164407,0.46039418,0.38191617,0.35054876,0.48682065,0.48763976,0.51592936,0.49438877,0.41253708,0.39514955,0.43995779,0.45190689,0.47513887,0.48243854,0.38654287,0.40102338,0.45380318,0.42439766
NDAR_INVFKJ3HUBM,0.49964974,0.53030246,0.58870427,0.61383086,0.61824734,0.63448415,0.54648534,0.36862655,0.38373063,0.46614478,0.46438237,0.54921819,0.52181131,0.51956636,0.51032172,0.3404351,0.34774428,0.52841491,0.51954696,0.54735374,0.52169784,0.4412817,0.42526339,0.45005351,0.4737118,0.50178447,0.53647332,0.4370217,0.44791277,0.49866379,0.45837447
NDAR_INVFKJ7BN1Y,0.46972004,0.51933319,0.63343184,0.63443254,0.63262684,0.69547354,0.57212716,0.41478656,0.43209433,0.49823167,0.46734105,0.52973893,0.49872869,0.54312434,0.49702132,0.36843233,0.40180059,0.52546424,0.52997862,0.55497065,0.53807077,0.43848212,0.38594533,0.46631994,0.4422335,0.49074954,0.49788033,0.39876702,0.42466678,0.49530115,0.42607279
NDAR_INVFKTJNMWU,0.4326583,0.48865891,0.5770308,0.60895433,0.59596122,0.65068097,0.52977341,0.36695511,0.3527193,0.42297906,0.42340043,0.52437325,0.51683728,0.49133752,0.47463101,0.39537656,0.39595802,0.49131783,0.50594109,0.54196587,0.51426457,0.39880168,0.38617238,0.42287915,0.43687186,0.45707743,0.47472709,0.38970777,0.41552399,0.46869106,0.45692455
NDAR_INVFLEXAF2P,0.45070975,0.52160168,0.62192488,0.62386683,0.63813252,0.68553375,0.57096929,0.42955553,0.43117818,0.46363884,0.47083671,0.55204583,0.52944482,0.5561309,0.54049502,0.40504585,0.38065343,0.52197769,0.52510012,0.55306024,0.54129612,0.46299632,0.44781561,0.46610203,0.5035756,0.50661177,0.53161564,0.44852141,0.48512021,0.49361814,0.46172639
NDAR_INVFLGFBYD2,0.48986239,0.46858877,0.59991752,0.60143811,0.58950486,0.63708812,0.54156466,0.39038119,0.39047762,0.47951365,0.46109513,0.50764741,0.50505959,0.49435297,0.47047697,0.36421027,0.36124124,0.48616323,0.50803971,0.51086539,0.52209862,0.4366121,0.39885779,0.46602361,0.46344359,0.50166572,0.49841291,0.40952539,0.43173303,0.45132559,0.43694101
NDAR_INVFLL0YDNF,0.47947666,0.49439858,0.61411799,0.61803596,0.5860621,0.67822068,0.56181447,0.4056923,0.37347893,0.48354709,0.4703507,0.52408612,0.50893777,0.53065787,0.48595387,0.38346815,0.33582546,0.49454234,0.50076079,0.52813097,0.51474564,0.40861181,0.41539201,0.44239646,0.43387784,0.4882012,0.48547747,0.41318201,0.43745444,0.475685,0.44747218
NDAR_INVFLP37NUM,0.44018178,0.54203981,0.59661404,0.56742535,0.59838222,0.64640847,0.54508599,0.39096302,0.42982254,0.46643311,0.46870005,0.52749553,0.50551597,0.52359709,0.51727422,0.3963256,0.41512899,0.5108449,0.52304526,0.55252394,0.53138666,0.40854854,0.34685965,0.42575041,0.45355716,0.45622034,0.52035958,0.40016648,0.41960643,0.45667314,0.44767532
NDAR_INVFLPJWCHN,0.42245942,0.44269827,0.58192849,0.61582242,0.60488543,0.63676472,0.53221629,0.38754679,0.39885733,0.45739959,0.46638655,0.5009595,0.47248184,0.51830974,0.48925872,0.35731611,0.37307386,0.47032127,0.46565653,0.49733018,0.47194367,0.39708151,0.36268007,0.47535995,0.47900437,0.49772202,0.51375205,0.39211453,0.40831033,0.44965505,0.40521442
NDAR_INVFM8FB6B7,0.40625579,0.36904558,0.57039605,0.60506354,0.60175814,0.58769124,0.53753179,0.36190176,0.32856154,0.47123849,0.43806319,0.51677667,0.49469258,0.50772348,0.48996683,0.4044349,0.38423408,0.47429889,0.48745484,0.5069884,0.50557245,0.42627246,0.39756182,0.44920444,0.44358182,0.48272846,0.47103146,0.40136224,0.40754511,0.44233143,0.40897078
NDAR_INVFMFM01J8,0.47233894,0.55775101,0.61702801,0.62077944,0.62108449,0.67201454,0.57799771,0.41805994,0.40751443,0.49038035,0.46537822,0.54929466,0.5240027,0.51252077,0.51674082,0.44694901,0.45033958,0.51560253,0.51949379,0.5277219,0.52591782,0.46303953,0.42316574,0.45314949,0.4667301,0.46949922,0.50161006,0.44488378,0.45519087,0.52682925,0.48641464
NDAR_INVFMV7H24T,0.54574034,0.57735538,0.59959422,0.60612563,0.60809575,0.62537693,0.57302886,0.37948623,0.40127866,0.50080749,0.48457658,0.50469362,0.50137484,0.4824122,0.50128359,0.41329477,0.41677153,0.46912603,0.4897299,0.52370621,0.51846881,0.3965138,0.37912815,0.46617189,0.48266486,0.46673845,0.4986593,0.40640936,0.42640317,0.44164899,0.44916293
NDAR_INVFN0UUKK3,0.53303909,0.57917095,0.62268027,0.61596113,0.62581524,0.67675126,0.58696015,0.40771297,0.4069933,0.47230484,0.45564212,0.51316983,0.50808808,0.52348429,0.53088382,0.39150634,0.37047972,0.52194053,0.52141647,0.56431498,0.5173002,0.43416356,0.39783462,0.44035021,0.46096129,0.48366269,0.52000914,0.42454197,0.4479958,0.51278499,0.43899407
NDAR_INVFN8AVY82,0.48269083,0.47643253,0.58710127,0.61224055,0.60863747,0.64842399,0.52005381,0.35761893,0.38519534,0.46956593,0.47665492,0.5052696,0.49911916,0.49640802,0.51350277,0.34285665,0.35026549,0.46874422,0.48582982,0.50232198,0.50294647,0.41936985,0.39106467,0.47487623,0.48234034,0.50042806,0.51559097,0.36943522,0.38868979,0.43856721,0.4331703
NDAR_INVFNCXC6GH,0.42333757,0.4944589,0.56771786,0.60150639,0.59193147,0.6320752,0.52234485,0.38837608,0.39503288,0.42897589,0.43397024,0.50800723,0.48880286,0.45728672,0.4717697,0.38326833,0.36781386,0.47015365,0.45686222,0.51541051,0.48034173,0.4261243,0.39160773,0.42655073,0.44199945,0.46462974,0.49587375,0.39982087,0.42294406,0.45345747,0.43792148
NDAR_INVFNTYG8BX,0.47240078,0.52378024,0.56575485,0.6195682,0.61595816,0.6069243,0.54414158,0.32420416,0.33321351,0.45977168,0.46819849,0.50789584,0.50556898,0.48522574,0.47745609,0.38427732,0.39854735,0.48383913,0.51311959,0.51091553,0.52893915,0.42626131,0.41101963,0.45803432,0.4828197,0.47248902,0.50894152,0.32182484,0.34728947,0.42482559,0.43563407
NDAR_INVFP0XG9V9,0.4251482,0.47308477,0.58260518,0.59569447,0.58689747,0.65680489,0.50753331,0.40065251,0.40864893,0.44128916,0.4450538,0.48314727,0.49057333,0.49163476,0.51201485,0.42100568,0.37899703,0.46122269,0.46491459,0.51157497,0.48423328,0.39249637,0.38724561,0.4359573,0.4483294,0.47596663,0.47147329,0.37326761,0.37657283,0.44647467,0.43628334
NDAR_INVFP7WAK5D,0.44838508,0.49258566,0.58875317,0.59571931,0.59240788,0.6452739,0.53648193,0.39111172,0.37890017,0.43065841,0.43993749,0.50505776,0.49343192,0.50892516,0.48196446,0.37390736,0.37442936,0.47251024,0.47798712,0.50758469,0.49710234,0.40616295,0.39692893,0.4343897,0.43619233,0.46941758,0.47284068,0.38584619,0.41105706,0.45077327,0.42552747
NDAR_INVFP8B264R,0.42254705,0.41882483,0.58259281,0.60845335,0.60006093,0.63740657,0.52827745,0.35353677,0.36585009,0.46713312,0.47520772,0.45211437,0.46224852,0.47897179,0.46962152,0.32596112,0.34077805,0.46161367,0.46489409,0.49417182,0.47951041,0.39581669,0.38831585,0.45395801,0.46995993,0.50363132,0.50277409,0.3967754,0.39722399,0.40673974,0.40157551
NDAR_INVFPG0VGT4,0.40676664,0.48048581,0.55176374,0.58244013,0.5968934,0.59599132,0.48609676,0.35305399,0.35076732,0.44021674,0.44431536,0.46979832,0.47398532,0.4575274,0.47744509,0.36545016,0.36795483,0.44643226,0.46175703,0.46377387,0.46013767,0.39539567,0.37674432,0.44166636,0.4773824,0.47213279,0.52312681,0.4012587,0.4194739,0.42849038,0.4044558
NDAR_INVFPLM1B6G,0.43963142,0.50323404,0.5696542,0.57263667,0.57472846,0.65646737,0.50274505,0.33358038,0.3569074,0.44746092,0.42062532,0.48167771,0.47056178,0.50560193,0.50815806,0.35354427,0.32671741,0.49125035,0.47430693,0.51600061,0.49023158,0.40237744,0.39496433,0.41412534,0.41981278,0.44544708,0.45014142,0.41756259,0.45160949,0.42329471,0.42800764
NDAR_INVFPX9E85L,0.36610638,0.43195418,0.53980779,0.51806237,0.53630146,0.58054936,0.50167687,0.31780664,0.30852904,0.43865717,0.41169192,0.45049691,0.43546546,0.45853547,0.4674582,0.28246533,0.26420068,0.41810672,0.42959896,0.48229145,0.44902528,0.39643363,0.36260469,0.42652346,0.42682769,0.41953391,0.44313046,0.35149962,0.35535958,0.40013434,0.3692061
NDAR_INVFR2DW1WV,0.47513909,0.53786198,0.58265306,0.56473731,0.56923897,0.64151979,0.4838627,0.37971437,0.40428125,0.43740671,0.43909026,0.48959137,0.4666458,0.50875954,0.49946694,0.37970624,0.37953564,0.48265907,0.46524763,0.51358494,0.4772256,0.35790751,0.39339215,0.44790024,0.46622738,0.48907171,0.51056135,0.40598591,0.41626898,0.40342252,0.40896905
NDAR_INVFR8HM2WT,0.48044029,0.57317029,0.60116881,0.61397334,0.59799183,0.64516264,0.57383156,0.38261221,0.37490456,0.4657964,0.47110797,0.49962524,0.49759713,0.51627048,0.5068019,0.44689742,0.44173426,0.49430361,0.49821365,0.54564094,0.49958803,0.41047163,0.37486606,0.46510546,0.44379243,0.46968643,0.48767352,0.43065978,0.43127712,0.44388311,0.43392405
NDAR_INVFR8VJPEX,0.4592671,0.51103489,0.62304108,0.59446237,0.60482378,0.71597856,0.57761642,0.39302793,0.37997319,0.47924595,0.47484152,0.51080427,0.50640605,0.49782097,0.51429442,0.36733396,0.37460309,0.48036146,0.49889878,0.53052618,0.52751244,0.42553725,0.40035111,0.45326249,0.45659232,0.49347356,0.4929586,0.38569637,0.3935847,0.47586954,0.46119129
NDAR_INVFRW1F9MA,0.53797417,0.54737584,0.61818727,0.64462122,0.6242026,0.66615833,0.58134483,0.46189971,0.4423774,0.49336182,0.45815034,0.55689046,0.53011425,0.53020548,0.50534901,0.40169871,0.36277359,0.49538933,0.51067038,0.55594339,0.5477707,0.46620472,0.44361166,0.49599102,0.48747333,0.51543643,0.51799624,0.44479498,0.46462988,0.51654594,0.49318324
NDAR_INVFTL7AL99,0.4152866,0.462636,0.56602414,0.58708144,0.58888934,0.62431389,0.46256275,0.36835286,0.38575385,0.44650232,0.42856951,0.48798306,0.45558963,0.48944495,0.51122272,0.41393941,0.34920655,0.46789948,0.47721343,0.51615861,0.50219902,0.38583648,0.33014158,0.44899507,0.47007632,0.49264676,0.53815552,0.35638766,0.38526916,0.4426261,0.38667608
NDAR_INVFTMK8040,0.46090205,0.48769084,0.57965286,0.58226276,0.59384878,0.61898732,0.50787202,0.37031515,0.39610213,0.48014215,0.50193165,0.49115964,0.5042524,0.49516727,0.51147252,0.41438425,0.38361901,0.4666094,0.47437152,0.50861798,0.51456614,0.4020375,0.38813406,0.43504463,0.45885666,0.49092892,0.50932107,0.40225234,0.40312106,0.46087865,0.44896109
NDAR_INVFUL1CNV5,0.53599465,0.5365636,0.62065435,0.62890553,0.624235,0.67040489,0.57097233,0.38304277,0.39605696,0.48413356,0.47715212,0.53405789,0.52430124,0.52251775,0.48474402,0.3728114,0.40386309,0.49395637,0.48981808,0.52098057,0.50974619,0.45247406,0.42198098,0.47972499,0.4815892,0.49889161,0.49708135,0.4111613,0.39699684,0.49320364,0.48856032
NDAR_INVFUMACGW8,0.42710329,0.52160496,0.59583365,0.60483392,0.58875883,0.66975797,0.54367183,0.37995408,0.3662339,0.4829046,0.47521063,0.53787168,0.51390637,0.51370956,0.49767828,0.34982249,0.36380419,0.50514077,0.49361757,0.55006626,0.51184555,0.43065991,0.41021748,0.46877388,0.46968764,0.50029943,0.50282469,0.40372278,0.44449423,0.4149442,0.41157835
NDAR_INVFVKBTZUT,0.46831503,0.51059565,0.55682749,0.59204936,0.59114055,0.63031105,0.52118096,0.36801988,0.38192674,0.40075149,0.41039951,0.48729186,0.46068125,0.44959171,0.46269369,0.33435949,0.35401975,0.47342854,0.49257035,0.50409251,0.49077786,0.40868808,0.37583323,0.39496442,0.4254923,0.44969548,0.44951576,0.38441489,0.40486392,0.47130783,0.44038422
NDAR_INVFVKL3D0C,0.50000913,0.49736214,0.6136182,0.5839199,0.57054539,0.64260399,0.54646337,0.40606454,0.39141131,0.47684557,0.47219481,0.52015719,0.50576487,0.52320243,0.51450252,0.40256511,0.3949992,0.50335633,0.49483776,0.55326065,0.51534929,0.4109958,0.3999905,0.4630553,0.4418367,0.49583315,0.47726956,0.40582345,0.39954214,0.4714695,0.44477379
NDAR_INVFVT2Z4U9,0.49316112,0.5487701,0.57698077,0.58249811,0.59574438,0.62653769,0.52963003,0.36845378,0.37154512,0.43328634,0.42177738,0.51259726,0.50255095,0.47309337,0.46673701,0.3842955,0.40533719,0.47715827,0.49918187,0.51784531,0.51357152,0.4226686,0.39073931,0.42182422,0.45061902,0.44783446,0.48698232,0.38734123,0.41300664,0.4593955,0.43059915
NDAR_INVFWC6LDUD,0.4289912,0.55849834,0.60933796,0.64584427,0.62189948,0.64900053,0.57212919,0.38754224,0.3896947,0.49697343,0.46566833,0.54620335,0.50458083,0.50825742,0.48906376,0.37700374,0.35206995,0.49790122,0.5054835,0.53132985,0.52347159,0.41984617,0.40297266,0.48169777,0.45638275,0.5099302,0.49653639,0.42430444,0.46077676,0.47209541,0.44008161
NDAR_INVFWJH6JJK,0.42509342,0.46173662,0.55361587,0.5669316,0.55245482,0.59552043,0.49769062,0.35014925,0.34639263,0.42806579,0.41814297,0.47216177,0.45613205,0.41941069,0.44429357,0.28764994,0.27787346,0.45555318,0.47268127,0.46925545,0.46651756,0.38921921,0.37610437,0.42654868,0.43402336,0.46337777,0.47219928,0.37429357,0.39431516,0.41111515,0.40184331
NDAR_INVFWLC8Z8K,0.45213998,0.5224843,0.58210918,0.61858318,0.61418421,0.6351152,0.54879428,0.39908268,0.37677771,0.47260186,0.46235878,0.54307947,0.51549874,0.53131808,0.49853711,0.37043163,0.37794595,0.52321777,0.52625495,0.56392387,0.5395056,0.4465641,0.40506179,0.46491338,0.476268,0.4930417,0.51310223,0.4064422,0.42405093,0.4973796,0.46303693
NDAR_INVFWR9TP0V,0.53602391,0.53946877,0.60603423,0.63456466,0.62727258,0.68325246,0.54348047,0.43882006,0.39878173,0.49125955,0.47717414,0.54442652,0.51718771,0.51253612,0.52632896,0.40185755,0.42197123,0.51016933,0.52395962,0.53344017,0.53068006,0.43492075,0.40460652,0.49836595,0.4892326,0.52099269,0.50539425,0.40757308,0.38991329,0.46088529,0.46794495
NDAR_INVFWU0HW96,0.46777386,0.48258245,0.59674838,0.624649,0.60604009,0.65380804,0.54681329,0.36152959,0.38047196,0.46284417,0.44657686,0.49996221,0.49818448,0.48874141,0.47444991,0.37140398,0.37806513,0.48544542,0.49003161,0.53446007,0.51011173,0.39678587,0.39256719,0.46922703,0.44722316,0.49368797,0.48986178,0.40890135,0.41382932,0.47861373,0.4562391
NDAR_INVFX6XRA82,0.43919626,0.45874723,0.58901012,0.6192549,0.61841932,0.63475866,0.51746556,0.39595351,0.40309444,0.4481848,0.44869177,0.50498524,0.48227881,0.48003023,0.46702265,0.37984423,0.3875376,0.4871992,0.47595401,0.52199806,0.49483402,0.37226609,0.34788542,0.44631094,0.44089312,0.4809005,0.50119212,0.41056828,0.4261432,0.43944006,0.40815961
NDAR_INVFX83EZC7,0.50222446,0.55191132,0.57641409,0.60001099,0.59204827,0.65755345,0.54198386,0.388147,0.39429536,0.44295192,0.45933267,0.52872356,0.51409563,0.47094316,0.47836766,0.33833344,0.34517601,0.47609358,0.47123123,0.49747749,0.48528329,0.40298813,0.38424021,0.45604187,0.46303966,0.48309915,0.499249,0.37608089,0.40476693,0.44488058,0.43933123
NDAR_INVFX9F9REG,0.48735539,0.52227313,0.61815376,0.63649931,0.63340611,0.65056969,0.55144031,0.37567386,0.37126951,0.48712067,0.49418053,0.51711046,0.50289926,0.52344334,0.49526,0.36409886,0.38800546,0.51487471,0.4997932,0.55018337,0.51621535,0.44135231,0.40475056,0.46868506,0.46759866,0.49723919,0.51308847,0.42680694,0.44623073,0.48830978,0.44392507
NDAR_INVFXBFWCR0,0.43708716,0.4460747,0.56684417,0.57370377,0.57792334,0.61227148,0.51324669,0.34598169,0.38721688,0.46597873,0.46633872,0.50754153,0.49258211,0.47454574,0.48234939,0.34499774,0.37287914,0.46434495,0.46216679,0.47595923,0.47607218,0.39928783,0.36370693,0.43785212,0.4428704,0.44144564,0.45800223,0.41976735,0.41266804,0.43833338,0.43630209
NDAR_INVFXBP5YUC,0.43964856,0.54706819,0.61563192,0.60411137,0.61626018,0.64995868,0.54899088,0.40528781,0.40546069,0.46420549,0.4496173,0.50485893,0.47710984,0.49873709,0.49657011,0.3802709,0.36027601,0.48805166,0.46867658,0.54119596,0.50484027,0.39572761,0.3449875,0.42288212,0.45539064,0.4816021,0.52072827,0.38397467,0.40653409,0.43787608,0.40984666
NDAR_INVFXNJFKE2,0.40997239,0.49822578,0.57925161,0.6287878,0.60639826,0.63425989,0.53562864,0.40668744,0.4070408,0.47791591,0.45669971,0.5067788,0.49626325,0.47936987,0.49466815,0.3721774,0.38482773,0.47636263,0.49712189,0.52174225,0.50757678,0.39572295,0.38037099,0.46529298,0.43001259,0.49939632,0.47074891,0.40801444,0.41765516,0.45845395,0.43931663
NDAR_INVFY7E3ZGA,0.4901169,0.53965024,0.57029985,0.58353948,0.58879635,0.6365965,0.51359633,0.37060575,0.39449903,0.40225063,0.41129142,0.48960298,0.47392804,0.45991354,0.48271565,0.38016834,0.36943453,0.47002784,0.4773555,0.49292204,0.49053913,0.37577555,0.36939243,0.41827734,0.43523302,0.4796962,0.49960074,0.39573808,0.40531261,0.45065039,0.44193528
NDAR_INVFY89NVRT,0.44492662,0.47408072,0.56831598,0.60971661,0.57757857,0.60153636,0.50362922,0.37539072,0.37383236,0.43368383,0.44487374,0.48874099,0.48762157,0.50196491,0.50060977,0.25573154,0.30792978,0.45422276,0.45945589,0.48635959,0.46617803,0.40185123,0.40129153,0.45340332,0.44669819,0.47018748,0.45644739,0.33930494,0.3456698,0.47250869,0.44036339
NDAR_INVFYDAK53G,0.45231315,0.51715433,0.57137613,0.58336729,0.57887161,0.60797421,0.4934918,0.33898061,0.33767804,0.4470539,0.43871567,0.48493212,0.48637477,0.43449788,0.44415452,0.28134626,0.29584592,0.49551023,0.51679162,0.50451629,0.51442864,0.3851356,0.39550136,0.43552864,0.44159505,0.44282258,0.46435359,0.37268732,0.40397649,0.43920592,0.41609566
NDAR_INVFYRF6WEB,0.44556776,0.52577192,0.55698398,0.56317968,0.60802054,0.63915536,0.46810235,0.34550362,0.35465624,0.41749558,0.43627467,0.48096072,0.45223988,0.44074525,0.43419034,0.37784716,0.35294423,0.46176012,0.45393452,0.49994174,0.48088466,0.3796455,0.35852553,0.43330214,0.45181379,0.44491745,0.48737296,0.37626814,0.39665627,0.40776853,0.39737127
NDAR_INVFYT4DP3T,0.51119964,0.57253167,0.6280137,0.64808484,0.64680446,0.67813419,0.58159094,0.41842357,0.4161581,0.47841884,0.46761098,0.53740051,0.52202367,0.52735296,0.52626029,0.43936661,0.43268806,0.50502488,0.50737472,0.54217558,0.50932486,0.43573171,0.41516348,0.45973184,0.47500273,0.49074395,0.50036922,0.42450275,0.43952583,0.50600042,0.47897243
NDAR_INVFZ7B9KJ8,0.4662669,0.48461819,0.58066593,0.63574548,0.62033477,0.63774318,0.52862231,0.40664731,0.39653817,0.45391847,0.42684753,0.53220326,0.49081033,0.51536551,0.49496435,0.32450751,0.33324699,0.46492421,0.45829107,0.49912604,0.45504662,0.42686495,0.39615676,0.46862651,0.45518237,0.48421783,0.49110564,0.41239054,0.42811927,0.48994866,0.44400361
NDAR_INVFZ7T2G2T,0.41497513,0.48371596,0.54440268,0.54060463,0.5501359,0.54849563,0.50268426,0.30729276,0.33248395,0.41455743,0.41563318,0.46195987,0.43465988,0.44483589,0.44010493,0.25397143,0.26760645,0.43970268,0.46099106,0.47755376,0.48612404,0.37045403,0.36447097,0.40152169,0.41912506,0.44056744,0.4549756,0.36785893,0.37387841,0.40710852,0.37627114
NDAR_INVFZDYMM0B,0.44496311,0.45958991,0.59467624,0.6145748,0.61518429,0.64323639,0.54740447,0.35241164,0.39013905,0.45967926,0.46525194,0.48694172,0.50963882,0.49435924,0.50485423,0.39441382,0.4141573,0.47919445,0.49332356,0.49622926,0.4926075,0.42787154,0.41202409,0.45380319,0.45676647,0.4765172,0.5102054,0.42142271,0.40635446,0.48558516,0.45290143
NDAR_INVFZPVDAUG,0.51273665,0.53504691,0.60599547,0.61814716,0.61089918,0.64559271,0.53152817,0.38101972,0.37657669,0.50530938,0.49466038,0.50493988,0.49686671,0.50907754,0.50399093,0.37797798,0.36746354,0.48844031,0.51935111,0.54852758,0.5587898,0.41616233,0.40117397,0.51229042,0.5033017,0.53014694,0.52926486,0.4222374,0.40872744,0.43079428,0.42629133
NDAR_INVFZVU8EG1,0.50014988,0.49010752,0.5792576,0.62672286,0.61712824,0.59704793,0.52865579,0.37321426,0.36711756,0.48108208,0.4619432,0.52999257,0.50992121,0.51827718,0.49077713,0.41462598,0.39399135,0.46190906,0.46743206,0.50654379,0.48909733,0.43929886,0.40823111,0.48236698,0.48428577,0.50076231,0.5136886,0.41950046,0.43627938,0.44703374,0.43288217
NDAR_INVG00KTZDF,0.40103058,0.42831799,0.53181797,0.571044,0.54379637,0.57388284,0.42302416,0.33809458,0.31517149,0.45206374,0.45295615,0.38930931,0.408722,0.38921518,0.40486437,0.25725901,0.29165333,0.39640112,0.41306494,0.44392244,0.43431766,0.30526867,0.33508126,0.44957714,0.4379617,0.50260715,0.46124853,0.34251795,0.35656532,0.34453654,0.34127398
NDAR_INVG026P1C9,0.44056274,0.52025603,0.55479449,0.57817545,0.59408983,0.59290741,0.50641752,0.31909151,0.34145839,0.43001601,0.45480368,0.48063834,0.48842986,0.48264299,0.49931572,0.33852318,0.27311612,0.47064863,0.47626863,0.49216797,0.48879381,0.41288437,0.41443518,0.42804674,0.45460283,0.46490939,0.49785262,0.34162098,0.38169131,0.43711848,0.40904602
NDAR_INVG09U8D04,0.39249151,0.42884966,0.56144815,0.56500553,0.57854404,0.5922991,0.50036098,0.35664641,0.34746738,0.42046569,0.45079665,0.44389193,0.45662603,0.4633579,0.46632827,0.33779713,0.33887147,0.43991934,0.44546129,0.47471949,0.47387644,0.39284275,0.36265062,0.42014613,0.45623109,0.4449124,0.50677434,0.38321386,0.42734537,0.43839569,0.40482755
NDAR_INVG0E0L3HV,0.45017991,0.56610844,0.63610779,0.63454216,0.65228887,0.68331192,0.59742092,0.37752593,0.39654974,0.53022034,0.51402269,0.52063442,0.4970699,0.51915574,0.51814301,0.37420247,0.36721088,0.50564009,0.52785239,0.55798373,0.53539943,0.40259067,0.37586065,0.48869235,0.48501896,0.50943822,0.53570484,0.43598453,0.4415548,0.47222434,0.44211315
NDAR_INVG0GY52R2,0.45884422,0.41995779,0.60062211,0.62049272,0.62782506,0.67739878,0.53631792,0.41206963,0.40664789,0.45668768,0.4634006,0.51716213,0.52567313,0.51950389,0.52457151,0.35655124,0.3921907,0.47966276,0.49542172,0.52365182,0.50202745,0.39703746,0.40565504,0.48297619,0.500437,0.52242042,0.52580774,0.41843934,0.39741225,0.45568971,0.42302977
NDAR_INVG0JDZF1A,0.4866446,0.49530453,0.57826237,0.60865569,0.62469763,0.60886968,0.54637088,0.36554064,0.3713045,0.47245089,0.47270305,0.52598715,0.51227287,0.52344868,0.51875963,0.41318721,0.39448252,0.48693492,0.48549902,0.50694417,0.49097853,0.43640283,0.39717769,0.46176363,0.47619916,0.53839675,0.52908581,0.40309799,0.42241299,0.47214913,0.43948998
NDAR_INVG0PD8MBV,0.48223391,0.51485335,0.63357305,0.61875468,0.62953336,0.66576477,0.59249412,0.4168268,0.43713195,0.5120078,0.50407631,0.52101036,0.51817412,0.54926899,0.56620085,0.3628385,0.33356058,0.5206841,0.52988653,0.54001019,0.52390501,0.44421029,0.41132764,0.48122049,0.50431066,0.51633969,0.55904592,0.437172,0.46422263,0.45906807,0.43179325
NDAR_INVG0ZNL58U,0.47784528,0.48570104,0.59546683,0.62510093,0.62175086,0.67678898,0.51829096,0.40301718,0.38793474,0.46711788,0.45103613,0.51885683,0.49795915,0.50585938,0.50293212,0.3621578,0.37832012,0.47068137,0.48409036,0.51464467,0.49680067,0.43239305,0.38768195,0.47103791,0.46036977,0.49962155,0.51204428,0.39523515,0.39287395,0.47070984,0.43620167
NDAR_INVG13L2THF,0.4996123,0.54038663,0.62152623,0.61189393,0.60653304,0.66495833,0.58850167,0.43898497,0.44516621,0.49080762,0.47102506,0.52563662,0.51438561,0.50063078,0.5078677,0.41751774,0.41672497,0.48778031,0.49616625,0.53126595,0.5157448,0.44936674,0.42211155,0.4613494,0.4799735,0.4973003,0.51241367,0.43436527,0.42691257,0.50220234,0.49228911
NDAR_INVG19M2F39,0.43823274,0.51617392,0.60605209,0.60982334,0.62628535,0.66017039,0.53428737,0.40020693,0.38630643,0.48222718,0.47588726,0.49884429,0.49887801,0.50667203,0.50802393,0.40969914,0.39363074,0.49294275,0.50209377,0.5280162,0.51195955,0.40012535,0.38053174,0.46809124,0.49052181,0.52695749,0.55228298,0.40406368,0.41212234,0.44014043,0.43876643
NDAR_INVG1TXFJX2,0.35612616,0.41591215,0.54156893,0.57872802,0.5661101,0.59892853,0.49369428,0.3876313,0.39438643,0.41525182,0.42644256,0.46308987,0.43756112,0.50987375,0.50144972,0.39867908,0.32196048,0.46518211,0.45770747,0.49956344,0.47110153,0.37990527,0.37028015,0.43706913,0.43077192,0.47942417,0.48705238,0.39514644,0.41055778,0.40918836,0.40858047
NDAR_INVG231DCYX,0.44459887,0.43602987,0.56658613,0.5641619,0.57514861,0.63789768,0.50196952,0.3739834,0.39836203,0.42025507,0.43807105,0.47691828,0.47305545,0.50649713,0.51462026,0.3947892,0.36821917,0.45548827,0.47973579,0.52577439,0.50868156,0.37884409,0.36447733,0.40458026,0.44761138,0.46927061,0.49150081,0.37461477,0.38726251,0.41907479,0.40182878
